"id","texto","urls","status_code"
49,"Our world in Data, Life expectancy:  HYPERLINK ""https://ourworldindata.org/life-expectancy"" \l ""life-expectancy-has-improved-globally""https://ourworldindata.org/life-expectancy#life-expectancy-has-improved-globally – World Population Growth  HYPERLINK ""https://ourworldindata.org/world-population-growth"" \l ""all-charts-preview""https://ourworldindata.org/world-population-growth#all-charts-preview","https://ourworldindata.org/world-population-growth""",404
66,"“Robust prediction of individual creative ability from brain functional connectivity”, Proceedings of the National Academy of Sciences of the United States of America- PNAS. https://www.pnas.org/content/115/5/1087","https://www.pnas.org/content/115/5/1087",403
67,"La declaración sobre la consciencia de Cambridge, Julio 7 de 2012.  HYPERLINK ""https://www.animal-ethics.org/declaracion-consciencia-cambridge/"" \l "":~:text=La Declaración fue proclamada de,por Low%2C Edelman and Koch.""https://www.animal-ethics.org/declaracion-consciencia-cambridge/#:~:text=La%20Declaraci%C3%B3n%20fue%20proclamada%20de,por%20Low%2C%20Edelman%20and%20Koch.","https://www.animal-ethics.org/declaracion-consciencia-cambridge/""",403
67,"La declaración sobre la consciencia de Cambridge, Julio 7 de 2012.  HYPERLINK ""https://www.animal-ethics.org/declaracion-consciencia-cambridge/"" \l "":~:text=La Declaración fue proclamada de,por Low%2C Edelman and Koch.""https://www.animal-ethics.org/declaracion-consciencia-cambridge/#:~:text=La%20Declaraci%C3%B3n%20fue%20proclamada%20de,por%20Low%2C%20Edelman%20and%20Koch.","https://www.animal-ethics.org/declaracion-consciencia-cambridge/#:~:text=La%20Declaraci%C3%B3n%20fue%20proclamada%20de",403
67,"La declaración sobre la consciencia de Cambridge, Julio 7 de 2012.  HYPERLINK ""https://www.animal-ethics.org/declaracion-consciencia-cambridge/"" \l "":~:text=La Declaración fue proclamada de,por Low%2C Edelman and Koch.""https://www.animal-ethics.org/declaracion-consciencia-cambridge/#:~:text=La%20Declaraci%C3%B3n%20fue%20proclamada%20de,por%20Low%2C%20Edelman%20and%20Koch.","por%20Low%2C%20Edelman%20and%20Koch.",NA
68,"Schaefer, D. O. (2012). Do Animals Have Religion? Interdisciplinary Perspectives on Religion and Embodiment. Anthrozoös, 25(sup1), s173–s189. https://doi.org/10.2752/175303712X13353430377291","https://doi.org/10.2752/175303712X13353430377291",403
83,"Ver documento completo ¿Que se siente ser un murciélago ?: https://pdfs.semanticscholar.org/3c41/da79e03876d1cf69f5784e880aabd4844c91.pdf","https://pdfs.semanticscholar.org/3c41/da79e03876d1cf69f5784e880aabd4844c91.pdf",404
85,"Definición del cientificismo  HYPERLINK ""https://www.unav.edu/web/ciencia-razon-y-fe/cientificismo-positivista-y-ciencia-positiva-hoy"" \l ""b""https://www.unav.edu/web/ciencia-razon-y-fe/cientificismo-positivista-y-ciencia-positiva-hoy#b","https://www.unav.edu/web/ciencia-razon-y-fe/cientificismo-positivista-y-ciencia-positiva-hoy""",400
105,"Evidence supporting an intentional Neardental burial at La Capelle Aux-Sanints https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890882/","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890882/",403
107,"El Paleolítico definición y cronología  HYPERLINK ""https://es.wikipedia.org/wiki/Paleolítico"" \l ""Creencias""https://es.wikipedia.org/wiki/Paleol%C3%ADtico#Creencias","https://es.wikipedia.org/wiki/Paleolítico""",404
113,"Introducción a la economía China: los inicios de la época dinástica https://zhuangziinstitute.org/tag/cultura-de-peilikan-y-cishan/","https://zhuangziinstitute.org/tag/cultura-de-peilikan-y-cishan/",NA
116,"La edad de los metales se estima vá desde el siglo VI AC hasta el siglo I AC; comienza con el trabajo del Cobre, el Bronce y el Hierro. https://www.historiando.org/edad-de-los-metales/","https://www.historiando.org/edad-de-los-metales/",404
119,"What is Judaism ?  HYPERLINK ""https://www.chabad.org/library/article_cdo/aid/3710122/jewish/What-Is-Judaism.htm"" \l ""Watch""https://www.chabad.org/library/article_cdo/aid/3710122/jewish/What-Is-Judaism.htm#Watch","https://www.chabad.org/library/article_cdo/aid/3710122/jewish/What-Is-Judaism.htm""",403
119,"What is Judaism ?  HYPERLINK ""https://www.chabad.org/library/article_cdo/aid/3710122/jewish/What-Is-Judaism.htm"" \l ""Watch""https://www.chabad.org/library/article_cdo/aid/3710122/jewish/What-Is-Judaism.htm#Watch","https://www.chabad.org/library/article_cdo/aid/3710122/jewish/What-Is-Judaism.htm#Watch",403
122,"Acerca de la religión Judía https://es.chabad.org/library/article_cdo/aid/3235655/jewish/Quines-son-los-judos.htm","https://es.chabad.org/library/article_cdo/aid/3235655/jewish/Quines-son-los-judos.htm",403
127,"Biografía de Mahoma  HYPERLINK ""https://www.biografiasyvidas.com/biografia/m/mahoma.htm"" \l "":~:text=A los seis años quedó,comerciante respetado en la ciudad.""https://www.Biografíasyvidas.com/Biografía/m/mahoma.htm#:~:text=A%20los%20seis%20a%C3%B1os%20qued%C3%B3,comerciante%20respetado%20en%20la%20ciudad.","https://www.Biografíasyvidas.com/Biografía/m/mahoma.htm#:~:text=A%20los%20seis%20a%C3%B1os%20qued%C3%B3",NA
127,"Biografía de Mahoma  HYPERLINK ""https://www.biografiasyvidas.com/biografia/m/mahoma.htm"" \l "":~:text=A los seis años quedó,comerciante respetado en la ciudad.""https://www.Biografíasyvidas.com/Biografía/m/mahoma.htm#:~:text=A%20los%20seis%20a%C3%B1os%20qued%C3%B3,comerciante%20respetado%20en%20la%20ciudad.","comerciante%20respetado%20en%20la%20ciudad.",NA
128,"Biografía de Ismael https://www.Biografíasyvidas.com/Biografía/i/ismael.htm","https://www.Biografíasyvidas.com/Biografía/i/ismael.htm",NA
132,"Definicion de Panteísmo https://encyclopaedia.herdereditorial.com/wiki/Pante%C3%ADsmo","https://encyclopaedia.herdereditorial.com/wiki/Pante%C3%ADsmo",NA
141,"Introducción Veda http://vedicheritage.gov.in/introduction/","http://vedicheritage.gov.in/introduction/",NA
145,"La nueve creencias principales del Hinuduismo https://www.himalayanacademy.com/readlearn/basics/nine-beliefs ","https://www.himalayanacademy.com/readlearn/basics/nine-beliefs",404
147,"Cuatro factores del Hinduismo https://www.himalayanacademy.com/readlearn/basics/four-facts","https://www.himalayanacademy.com/readlearn/basics/four-facts",404
148,"The origins of Buddhism https://asiasociety.org/education/origins-buddhism","https://asiasociety.org/education/origins-buddhism",403
151,"Buddhism, Scripts and texts https://www.thebuddhistsociety.org/page/scriptures-texts","https://www.thebuddhistsociety.org/page/scriptures-texts",405
152,"El Confusionismo enseña una verdad desde el equilibrio de dos energías contrarias pero complementarias,  el yin y el yang ( ej. El calor y el frio, femenino y masculino, etc) y el Taoísmo rechaza el conocimiento racional y apuesta por la sabiduría intuitiva y la espontaneidad de acuerdo a la naturaleza de cada uno y al entorno de la naturaleza que le rodea. https://universoyrealidad.com/2017/08/11/confucionismo-y-taoismo/","https://universoyrealidad.com/2017/08/11/confucionismo-y-taoismo/",NA
182,"Suma Teológica, Parte 1a, cuestión 83, sobre el libre albedrío, Santo Tomás de Aquino,  HYPERLINK ""https://hjg.com.ar/sumat/a/c83.html"" \l ""a1""https://hjg.com.ar/sumat/a/c83.html#a1","https://hjg.com.ar/sumat/a/c83.html""",404
183,"Células nerviosas que ejecutan respuestas ante estímulos que reciben. https://wCw.plantbehavior.org/about-us/","https://wCw.plantbehavior.org/about-us/",404
198,"Biografía de Anselm Grun https://gcloyola.com/1000-anselm-gruen-osb","https://gcloyola.com/1000-anselm-gruen-osb",404
328,"Trends in global inequality – a comprehensive approach – united nations university https://www.wider.unu.edu/publication/trends-global-inequality-%E2%80%93-comprehensive-approach","https://www.wider.unu.edu/publication/trends-global-inequality-%E2%80%93-comprehensive-approach",403
338,"Las hermanas misioneras de la caridad https://www.motherteresa.org/espanol/active-sisters.html","https://www.motherteresa.org/espanol/active-sisters.html",404
339,"“Madre Teresa de Calcuta: Para mi es un deber luchar por por la santidad como lo es para todos los Cristianos.”, Entrevista Lima, 1989. https://www.abc.es/sociedad/abci-madre-teresa-calcuta-para-deber-luchar-santidad-como-para-todos-Cristianos-201609020125_noticia.html","https://www.abc.es/sociedad/abci-madre-teresa-calcuta-para-deber-luchar-santidad-como-para-todos-Cristianos-201609020125_noticia.html",404
345,"25 millones de personas experimentan un estado de esclavitud, aproximadamente 3 por mil habitantes. La trata de seres humanos, la servidumbre por deudas y el trabajo doméstico forzoso son sólo algunos ejemplos de formas de esclavitud.  HYPERLINK ""https://50forfreedom.org/es/esclavitud-moderna/"" \l "":~:text=MITO%3A Son relativamente pocas las,1.000 personas en el mundo.""https://50forfreedom.org/es/esclavitud-moderna/#:~:text=MITO%3A%20Son%20relativamente%20pocas%20las,1.000%20personas%20en%20el%20mundo. ","https://50forfreedom.org/es/esclavitud-moderna/""",NA
345,"25 millones de personas experimentan un estado de esclavitud, aproximadamente 3 por mil habitantes. La trata de seres humanos, la servidumbre por deudas y el trabajo doméstico forzoso son sólo algunos ejemplos de formas de esclavitud.  HYPERLINK ""https://50forfreedom.org/es/esclavitud-moderna/"" \l "":~:text=MITO%3A Son relativamente pocas las,1.000 personas en el mundo.""https://50forfreedom.org/es/esclavitud-moderna/#:~:text=MITO%3A%20Son%20relativamente%20pocas%20las,1.000%20personas%20en%20el%20mundo. ","https://50forfreedom.org/es/esclavitud-moderna/#:~:text=MITO%3A%20Son%20relativamente%20pocas%20las",NA
345,"25 millones de personas experimentan un estado de esclavitud, aproximadamente 3 por mil habitantes. La trata de seres humanos, la servidumbre por deudas y el trabajo doméstico forzoso son sólo algunos ejemplos de formas de esclavitud.  HYPERLINK ""https://50forfreedom.org/es/esclavitud-moderna/"" \l "":~:text=MITO%3A Son relativamente pocas las,1.000 personas en el mundo.""https://50forfreedom.org/es/esclavitud-moderna/#:~:text=MITO%3A%20Son%20relativamente%20pocas%20las,1.000%20personas%20en%20el%20mundo. ","1.000%20personas%20en%20el%20mundo.",NA
346,"Cifras que superan los 200 millones de habitantes. Perspectivas sociales y del empleo en el mundo https://www.ilo.org/global/research/global-reports/weso/trends2021/lang--es/index.htm","https://www.ilo.org/global/research/global-reports/weso/trends2021/lang--es/index.htm",404
349,"Se estima que en el 2030 habrán 9,700 millones de habitantes y en el 2100 será 11,000 millones. Crecimiento de la población mundial.  HYPERLINK ""https://www.un.org/es/global-issues/population"" \l "":~:text=Se espera que la población,de 11.000 millones para 2100.""https://www.un.org/es/global-issues/population#:~:text=Se%20espera%20que%20la%20poblaci%C3%B3n,de%2011.000%20millones%20para%202100.","https://www.un.org/es/global-issues/population""",403
349,"Se estima que en el 2030 habrán 9,700 millones de habitantes y en el 2100 será 11,000 millones. Crecimiento de la población mundial.  HYPERLINK ""https://www.un.org/es/global-issues/population"" \l "":~:text=Se espera que la población,de 11.000 millones para 2100.""https://www.un.org/es/global-issues/population#:~:text=Se%20espera%20que%20la%20poblaci%C3%B3n,de%2011.000%20millones%20para%202100.","https://www.un.org/es/global-issues/population#:~:text=Se%20espera%20que%20la%20poblaci%C3%B3n",403
349,"Se estima que en el 2030 habrán 9,700 millones de habitantes y en el 2100 será 11,000 millones. Crecimiento de la población mundial.  HYPERLINK ""https://www.un.org/es/global-issues/population"" \l "":~:text=Se espera que la población,de 11.000 millones para 2100.""https://www.un.org/es/global-issues/population#:~:text=Se%20espera%20que%20la%20poblaci%C3%B3n,de%2011.000%20millones%20para%202100.","de%2011.000%20millones%20para%202100.",NA
351,"Constitución pastoral, Gaudium et spes, sobre la iglesia en el mundo actual, No. 78 https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html","https://www.vatican.va/archive/hist_councils/ii_vatican_council/documents/vat-ii_const_19651207_gaudium-et-spes_sp.html",404
379,"Biografía San Francisco de Asís: https://www.Biografíasyvidas.com/Biografía/f/francisco_asis.htm","https://www.Biografíasyvidas.com/Biografía/f/francisco_asis.htm",NA
380,"Chennai se queda sin agua 2,019: https://www.nytimes.com/es/2019/06/26/espanol/escasez-agua-india.html","https://www.nytimes.com/es/2019/06/26/espanol/escasez-agua-india.html",403
381,"La crisis del agua pronto afectará a un cuarto de la población mundial: https://www.nytimes.com/es/interactive/2019/espanol/ciencia-y-tecnologia/crisis-del-agua.html","https://www.nytimes.com/es/interactive/2019/espanol/ciencia-y-tecnologia/crisis-del-agua.html",403
399,"Our World in Data, Datos desde el año 2000; la tasa de suicidio por 100 mil habitantes varía entre menos de 10 a más de 15 personas en algunos países.  HYPERLINK ""https://ourworldindata.org/suicide"" \l ""suicide-is-a-leading-cause-of-death-especially-in-young-people""https://ourworldindata.org/suicide#suicide-is-a-leading-cause-of-death-especially-in-young-people","https://ourworldindata.org/suicide""",404
406,"Marthe Robin, una gran mística Francesa  HYPERLINK ""https://www.martherobin.com/es/sa-vie/une-grande-mystique-francaise/"" \l "":~:text=Marta Robin experimenta el poder,¡Es como una resurrección! »""https://www.martherobin.com/es/sa-vie/une-grande-mystique-francaise/#:~:text=Marta%20Robin%20experimenta%20el%20poder,¡Es%20como%20una%20resurrección!%20»","¡Es%20como%20una%20resurrección!%20»",NA
427,"Summa Teológica, Santo Tomás de Aquino,  I – IIae, C57  HYPERLINK ""https://hjg.com.ar/sumat/b/c57.html"" \l ""a2""https://hjg.com.ar/sumat/b/c57.html#a2","https://hjg.com.ar/sumat/b/c57.html""",404
441,"Homero , el gran poeta Griego del siglo VIII A.C., es al autor de La Iliada y La Odisea, las primeras obras literarias de occidente, en ellas se hace referencia a numerosos Dioses como Zeus, Dios del Trueno y del cielo. https://www.Biografíasyvidas.com/Biografía/h/homero.htm","https://www.Biografíasyvidas.com/Biografía/h/homero.htm",NA
442,"Surya, el Dios Sol en países cuyas raices linguisticas surgen del sánscrito https://www.un.org/ungifts/es/content/surya-dios-del-sol","https://www.un.org/ungifts/es/content/surya-dios-del-sol",403
443,"Inti, Dios sol Inca https://diosesincas.info/inti/","https://diosesincas.info/inti/",NA
444,"Biografía tales de Mileto https://www.Biografíasyvidas.com/Biografía/t/tales.htm","https://www.Biografíasyvidas.com/Biografía/t/tales.htm",NA
448,"On the concept of “Energy” from a transcultural perspective, Daan F Oostveen, Ultrecht University, January 2020, pág 244 https://www.researchgate.net/publication/336670538_On_the_Concept_of_Energy_from_a_Transcultural_Perspective","https://www.researchgate.net/publication/336670538_On_the_Concept_of_Energy_from_a_Transcultural_Perspective",403
450,"Brahman the highest god of Hinduism https://www.hinduwebsite.com/brahmanmain.asp","https://www.hinduwebsite.com/brahmanmain.asp",403
451,"Biografía de Parménides https://www.Biografíasyvidas.com/Biografía/p/parmenides.htm","https://www.Biografíasyvidas.com/Biografía/p/parmenides.htm",NA
486,"Disociative Trance Disorder: Clinical and Research findings in ten persons reporting demon possesion and treated by exorcism. - Stefano Ferracuty, Roberto Sacco and Renato Lazzari, 1996 . https://www.tandfonline.com/doi/abs/10.1207/s15327752jpa6603_4","https://www.tandfonline.com/doi/abs/10.1207/s15327752jpa6603_4",403
507,"La intuición de las madres y la inteligencia del corazón https://saludmentalperinatal.es/2024/09/19/la-intuicion-de-las-madres-y-la-inteligencia-del-corazon/","https://saludmentalperinatal.es/2024/09/19/la-intuicion-de-las-madres-y-la-inteligencia-del-corazon/",404
520,"The Lourdes Medical Cures Revisited, By Bernard Francois-Former Emeritus Professor of Medicine, Université Claude Bernard, Lyon ,France. Ester M Sternberg- Section on Neuroendocrine Immunology and Behavior, National Institute of Mental Health, National Institutes of Health, Bethesda, Maryland.  Elizabeth Fee- National Library of Medicine, National Institutes of Health, Bethesda, Maryland. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3854941/","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3854941/",403
522,"C.M.I.L - https://www.amilourdes.com/es/homepage-es/","https://www.amilourdes.com/es/homepage-es/",404
523,"Lourdes: A uniquely Catholic approach to medicine, Travis Jon Dichoso,  https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4313433/","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4313433/",403
531," Publicación en el NCBI “The miraculous cure of a sarcoma of the Pelvis: Cure of Vittorio Micheli at Lourdes.  Barbara A Neilan, Regional Hematology  Oncology, PA , USA https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6027009/","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6027009/",403
532,"La antropología teológica (psicológica) reconoce tres estados en la revelación privada. La percepción, exterior, la percepción interior y la visión espiritual. En este caso , el entonces Cardenal Joseph Ratzinger hace la debida aclaración. https://www.ewtn.com/fatima/theology-and-commentary-on-the-message.asp","https://www.ewtn.com/fatima/theology-and-commentary-on-the-message.asp",404
551,"New York times, Oct 26 1982. What Golda Meir thougth of Pope Pius XII “'During the 10 years of Nazi terror, when our people went through the horrors of martyrdom, the Pope raised his voice to condemn the persecutors and commiserate with their victims.''  https://www.nytimes.com/1982/10/26/opinion/l-what-golda-meir-thought-of-pope-pius-xii-245767.html","https://www.nytimes.com/1982/10/26/opinion/l-what-golda-meir-thought-of-pope-pius-xii-245767.html",403
555,"Biografía de Angelo Guiuseppe Roncalli https://www.vatican.va/content/john-xxiii/es/biography/documents/hf_j-xxiii_bio_20190722_Biografía.html","https://www.vatican.va/content/john-xxiii/es/biography/documents/hf_j-xxiii_bio_20190722_Biografía.html",404
557,"Es una visión del socialismo que acude a la reforma social sin revolución, contiene sus raices en la escuela del Frances Charles Fourier (1772 - 1837) y su posterior fortalecimiento y divulgación por el Frances Victor Considerant (1808 – 1893) https://academic.uprm.edu/~mcancel/id173.htm","https://academic.uprm.edu/~mcancel/id173.htm",404
561,"Biografía de Giovanni Battista Enrico Antonio Maria Montini , Pablo VI https://www.vatican.va/content/paul-vi/es/Biografía/documents/hf_p-vi_spe_20190722_Biografía.html","https://www.vatican.va/content/paul-vi/es/Biografía/documents/hf_p-vi_spe_20190722_Biografía.html",404
565,"Papa, Podgorni en charlas de paz, iglesia en URRS , The Voice, Febrero 3 de 1967 https://thecatholicnewsarchive.org/?a=d&d=fcat19670203-01.1.28&e=-------en-20--1--txt-txIN--------","https://thecatholicnewsarchive.org/?a=d&d=fcat19670203-01.1.28&e=-------en-20--1--txt-txIN--------",403
570,"La guerra Fria, periodo en el que la aniquilación nuclear entre las superpotencias debido a una oposición ideológica fue una realidad https://www.nato.int/cps/en/natohq/declassified_135844.htm ","https://www.nato.int/cps/en/natohq/declassified_135844.htm",403
571,"El mensaje de Fátima https://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20000626_message-fatima_sp.html","https://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20000626_message-fatima_sp.html",404
573,"Biografía de Mijail Gorvachov https://www.Biografíasyvidas.com/Biografía/g/gorbachov.htm","https://www.Biografíasyvidas.com/Biografía/g/gorbachov.htm",NA
585,"Manual de sociologia de la familia, Pierpaolo Donati, RIS (Revista internacional de sociología No.35 – mayo-Agosto 2003)  https://revintsociologia.revistas.csic.es/index.php/revintsociologia/article/view/309/314","https://revintsociologia.revistas.csic.es/index.php/revintsociologia/article/view/309/314",NA
603,"Unknown years of Jesus  HYPERLINK ""https://en.wikipedia.org/wiki/Unknown_years_of_Jesus"" \l "":~:text=He spent six years in,at the age of 29.""https://en.wikipedia.org/wiki/Unknown_years_of_Jesus#:~:text=He%20spent%20six%20years%20in,at%20the%20age%20of%2029.","https://en.wikipedia.org/wiki/Unknown_years_of_Jesus""",404
603,"Unknown years of Jesus  HYPERLINK ""https://en.wikipedia.org/wiki/Unknown_years_of_Jesus"" \l "":~:text=He spent six years in,at the age of 29.""https://en.wikipedia.org/wiki/Unknown_years_of_Jesus#:~:text=He%20spent%20six%20years%20in,at%20the%20age%20of%2029.","at%20the%20age%20of%2029.",NA
605,"On the Process of Development in Ideas, Jhon Henry Newman,  HYPERLINK ""https://www.newmanreader.org/works/development/chapter1.html"" \l ""section1""https://www.newmanreader.org/works/development/chapter1.html#section1","https://www.newmanreader.org/works/development/chapter1.html""",404
607,"On the Kinds of Development in Ideas, Jhon Henry Newman   HYPERLINK ""https://www.newmanreader.org/works/development/chapter1.html"" \l ""section2""https://www.newmanreader.org/works/development/chapter1.html#section2","https://www.newmanreader.org/works/development/chapter1.html""",404
611," First Note of a Genuine Development—Preservation of Type  HYPERLINK ""https://www.newmanreader.org/works/development/chapter5.html"" \l ""section1""https://www.newmanreader.org/works/development/chapter5.html#section1","https://www.newmanreader.org/works/development/chapter5.html""",404
614,"El Dogmatismo es un pensamiento filosófico originario de la antigua Grecia ( siglo VI – VII AC), probablemente a partir de Tales de Mileto; se caracteriza por la defensa de que hay verdades absolutas; posición contraria al escepticismo, el cual está caracterizado por la duda constante.   HYPERLINK ""https://economipedia.com/definiciones/dogmatismo.html"" \l "":~:text=El dogmatismo es una doctrina,se opone frontalmente al escepticismo.""https://economipedia.com/definiciones/dogmatismo.html#:~:text=El%20dogmatismo%20es%20una%20doctrina,se%20opone%20frontalmente%20al%20escepticismo.","se%20opone%20frontalmente%20al%20escepticismo.",NA
620,"Third Note—Power of Assimilation  HYPERLINK ""https://www.newmanreader.org/works/development/chapter5.html"" \l ""section3""https://www.newmanreader.org/works/development/chapter5.html#section3","https://www.newmanreader.org/works/development/chapter5.html""",404
624,"Biografía San Jerónimo https://www.aciprensa.com/recursos/Biografía-3423","https://www.aciprensa.com/recursos/Biografía-3423",404
625,"Fourth Note: Anticipation of Its Future  HYPERLINK ""https://www.newmanreader.org/works/development/chapter5.html"" \l ""section5""https://www.newmanreader.org/works/development/chapter5.html#section5","https://www.newmanreader.org/works/development/chapter5.html""",404
626,"Fifth Note—Logical Sequence  HYPERLINK ""https://www.newmanreader.org/works/development/chapter5.html"" \l ""section4""https://www.newmanreader.org/works/development/chapter5.html#section4","https://www.newmanreader.org/works/development/chapter5.html""",404
627,"Sixth Note—Conservative Action upon Its Past  HYPERLINK ""https://www.newmanreader.org/works/development/chapter5.html"" \l ""section6""https://www.newmanreader.org/works/development/chapter5.html#section6","https://www.newmanreader.org/works/development/chapter5.html""",404
628,"Seventh Note—Chronic Vigour  HYPERLINK ""https://www.newmanreader.org/works/development/chapter5.html"" \l ""section7""https://www.newmanreader.org/works/development/chapter5.html#section7","https://www.newmanreader.org/works/development/chapter5.html""",404
632,"Historia de Israel: Cronología. https://embassies.gov.il/madrid/AboutIsrael/history/Pages/HISTORIA-Cronologia.aspx","https://embassies.gov.il/madrid/AboutIsrael/history/Pages/HISTORIA-Cronologia.aspx",403
662,"El concilio de Jerusalén y la controversia de Antioquía. https://ec.aciprensa.com/wiki/Pablo,_San_:_El_concilio_de_Jerusal%C3%A9n_y_la_controversia_de_Antioqu%C3%ADa","https://ec.aciprensa.com/wiki/Pablo",404
662,"El concilio de Jerusalén y la controversia de Antioquía. https://ec.aciprensa.com/wiki/Pablo,_San_:_El_concilio_de_Jerusal%C3%A9n_y_la_controversia_de_Antioqu%C3%ADa","_San_:_El_concilio_de_Jerusal%C3%A9n_y_la_controversia_de_Antioqu%C3%ADa",NA
678,"Biografía de San Ignacio de Antioquía https://www.Biografíasyvidas.com/Biografía/i/ignacio_san.htm","https://www.Biografíasyvidas.com/Biografía/i/ignacio_san.htm",NA
699,"Biografía de Santa helena https://www.aciprensa.com/recursos/Biografía-2937","https://www.aciprensa.com/recursos/Biografía-2937",404
707,"Historia de los Suevos https://caminandoporlahistoria.com/los-suevos/","https://caminandoporlahistoria.com/los-suevos/",NA
716,"Biografía emperador Zenon https://www.Biografíasyvidas.com/Biografía/z/zenon_emperador.htm ","https://www.Biografíasyvidas.com/Biografía/z/zenon_emperador.htm",NA
720,"Biografía Santa Mónica https://www.aciprensa.com/recursos/Biografía-3150 ","https://www.aciprensa.com/recursos/Biografía-3150",404
